id,theme_id,category_id,start_m,investments_m,crowdfunding_m,experience_years,team_size,tech_investment,competitors,audience_reach,market_size,team_desc,tech_level,comp_level,social_impact_desc,demand_level
3468,Travel,Medical,88750,121000,24550,13,18,314682,82,150888,95793177,эксперты,низкий,низкая конкуренция,низкое влияние,низкий спрос
3469,Food,FinTech,67250,57500,46544,19,6,554606,38,598664,26583786,средний опыт,высокий,средняя конкуренция,низкое влияние,высокий спрос
3470,Energy,FoodTech,31500,191000,5187,19,27,55864,50,926275,9884297,эксперты,средний,средняя конкуренция,низкое влияние,средний спрос
3471,Education,AI,82000,160500,5361,16,3,881636,78,622982,35988721,новички,низкий,низкая конкуренция,среднее влияние,высокий спрос
3472,Retail,Logistics,64000,84500,29616,15,39,857292,26,523603,89190978,новички,средний,высокая конкуренция,высокое влияние,высокий спрос
3473,Security,EdTech,50750,55000,9673,17,29,929090,30,270887,5524638,средний опыт,высокий,высокая конкуренция,среднее влияние,низкий спрос
3474,Travel,FoodTech,17750,35000,47801,4,45,535498,48,978001,7075836,эксперты,высокий,средняя конкуренция,высокое влияние,низкий спрос
3475,Healthcare,E-commerce,57750,111500,17795,16,2,490945,36,480466,71150440,средний опыт,высокий,средняя конкуренция,высокое влияние,средний спрос
3476,Fashion,Logistics,73750,137000,19107,5,29,28009,32,975905,40228554,эксперты,средний,высокая конкуренция,высокое влияние,высокий спрос
3477,Transportation,SpaceTech,2000,155500,19506,4,3,17999,94,253467,36957524,эксперты,высокий,средняя конкуренция,низкое влияние,средний спрос
3478,Education,E-commerce,64500,5500,44317,5,7,223885,13,472179,17889454,эксперты,низкий,средняя конкуренция,среднее влияние,низкий спрос
3479,Food,FinTech,14250,155500,16356,11,32,126786,22,668992,62545759,средний опыт,низкий,высокая конкуренция,среднее влияние,средний спрос
3480,Environment,GreenTech,39250,97000,26724,11,7,939404,80,886979,44668002,эксперты,средний,низкая конкуренция,низкое влияние,низкий спрос
3481,Technology,SpaceTech,85250,168000,31649,5,38,780857,24,975391,62085497,новички,высокий,высокая конкуренция,высокое влияние,высокий спрос
3482,Finance,EnergyTech,32750,2500,16742,13,33,776381,91,327815,87745639,средний опыт,высокий,высокая конкуренция,низкое влияние,высокий спрос
3483,Technology,AI,22250,110500,19505,1,29,56870,78,636371,92995295,средний опыт,средний,средняя конкуренция,низкое влияние,низкий спрос
3484,Finance,TravelTech,50750,181500,5117,16,16,576919,42,325877,49904481,эксперты,высокий,средняя конкуренция,среднее влияние,средний спрос
3485,Energy,Media,97250,77500,22041,8,50,186522,20,563204,57000876,новички,низкий,высокая конкуренция,низкое влияние,низкий спрос
3486,Space,Media,17250,3500,19027,2,38,333795,85,43674,12001457,средний опыт,низкий,средняя конкуренция,среднее влияние,средний спрос
3487,Space,Logistics,71750,179500,21593,4,50,817956,65,602409,39778369,средний опыт,низкий,высокая конкуренция,низкое влияние,средний спрос
3488,Real Estate,EdTech,39000,45500,6067,13,18,291611,77,452749,62053284,средний опыт,низкий,средняя конкуренция,среднее влияние,высокий спрос
3489,Entertainment,Logistics,59750,145000,16525,10,30,432080,24,692060,7871474,эксперты,высокий,низкая конкуренция,низкое влияние,высокий спрос
3490,Space,AI,23750,97500,42537,4,20,172356,70,801958,20027071,эксперты,низкий,высокая конкуренция,среднее влияние,низкий спрос
3491,Healthcare,Medical,41750,54000,40068,7,44,175231,52,597456,25302776,средний опыт,высокий,высокая конкуренция,высокое влияние,высокий спрос
3492,Technology,EnergyTech,64000,23500,1605,6,15,654224,6,270906,49737046,средний опыт,низкий,средняя конкуренция,среднее влияние,средний спрос
